[10/08/24, 7:49:50 PM] Nidhi: You suck
[01/04/25, 11:46:24 PM] Nidhi: WHOOO
[30/04/25, 10:41:57 PM] Nidhi: Hi da
[30/04/25, 10:41:58 PM] Nidhi: What's up
[01/05/25, 2:49:30 AM] Vihaan: Hi da
[01/05/25, 2:49:39 AM] Vihaan: Not much lol endsems over
[01/05/25, 2:49:43 AM] Vihaan: So chilling
[01/05/25, 2:50:03 AM] Vihaan: But my throat decided to get fucked
[01/05/25, 6:56:19 AM] Nidhi: BHAIII
[01/05/25, 6:56:21 AM] Nidhi: GANNA
[01/05/25, 6:56:23 AM] Nidhi: GANNA
[01/05/25, 6:56:34 AM] Nidhi: HAPPY BIRTHDAY YOU DF
[01/05/25, 6:56:39 AM] Nidhi: I miss you icl
[01/05/25, 6:57:27 AM] Nidhi: I like v few men in this world and you'll always be one of them🤙🤙🤙💌💌💌💌🔥🔥🔥🔥
[01/05/25, 6:57:47 AM] Nidhi: Please get more competent when you're 19
[01/05/25, 6:57:55 AM] Nidhi: Why you always sick da mf😭
[01/05/25, 6:58:00 AM] Nidhi: You were just in hospital
[01/05/25, 6:58:27 AM] Nidhi: I hope 19 is filled w a little more female interaction and a little less pneumonia 😍😍😍😍
[01/05/25, 6:58:36 AM] Nidhi: But fr have a sexy day ily
[01/05/25, 6:58:52 AM] Nidhi: Tell me how your day goes
[01/05/25, 5:28:04 PM] Vihaan: Thankuuu nidhiiii
[01/05/25, 5:28:38 PM] Vihaan: Same da
[01/05/25, 5:28:40 PM] Vihaan: I'm coming
[01/05/25, 5:28:49 PM] Vihaan: On 10th
[01/05/25, 5:28:56 PM] Vihaan: Ay yooo
[01/05/25, 5:29:00 PM] Vihaan: Damn bro
[01/05/25, 5:29:22 PM] Vihaan: Ur one of the many girls I like 🗿🗿🗿
[01/05/25, 5:29:36 PM] Vihaan: ONGGG BRUH
[01/05/25, 5:29:39 PM] Vihaan: Skill issue icl
[01/05/25, 5:29:53 PM] Vihaan: VALID asfasffff
[01/05/25, 5:29:58 PM] Vihaan: Broo
[01/05/25, 5:30:03 PM] Vihaan: Nice shit happened at night
[01/05/25, 5:30:05 PM] Vihaan: Then I slept
[01/05/25, 5:30:08 PM] Vihaan: Now library
[01/05/25, 5:30:11 PM] Vihaan: 💀💀💀
[01/05/25, 5:30:18 PM] Vihaan: This sounds wrong like normal shit
[02/05/25, 2:10:45 AM] Nidhi: NAHH YALL REPLACED ME W ANOUSHKA
[02/05/25, 1:21:18 PM] Vihaan: Very
[02/05/25, 1:21:20 PM] Vihaan: Bro
[02/05/25, 1:21:21 PM] Vihaan: No
[02/05/25, 1:21:28 PM] Vihaan: She didn't come
‎[06/05/25, 3:58:02 PM] Vihaan: ‎image omitted
[06/05/25, 3:58:11 PM] Vihaan: Found your note while year end packing bro
[06/05/25, 3:58:13 PM] Vihaan: 💀💀💀
[06/05/25, 3:58:16 PM] Vihaan: Still preserved
[06/05/25, 3:59:14 PM] Vihaan: Urs wa xthe only one I carried in my bad everyday
[06/05/25, 3:59:20 PM] Vihaan: Hence the condition
[06/05/25, 7:45:16 PM] Nidhi: I have exam kal
[06/05/25, 7:45:19 PM] Nidhi: Kya hua
[06/05/25, 7:45:25 PM] Vihaan: Oh
[06/05/25, 7:45:27 PM] Vihaan: Ntn
[06/05/25, 7:45:32 PM] Vihaan: Shrish and I were on call
[06/05/25, 7:45:34 PM] Vihaan: So we thought
[06/05/25, 7:45:56 PM] Nidhi: Aww
[06/05/25, 7:46:00 PM] Nidhi: Wait
[06/05/25, 7:46:01 PM] Nidhi: S
[06/05/25, 7:46:08 PM] Nidhi: Will yall call again
[06/05/25, 7:46:11 PM] Nidhi: Or it's over
[06/05/25, 7:46:15 PM] Nidhi: Wait where are you
[06/05/25, 7:46:20 PM] Nidhi: Blruh
[06/05/25, 7:46:22 PM] Nidhi: Uh
[09/05/25, 5:24:34 PM] Nidhi: When you reaching blr
[09/05/25, 5:24:37 PM] Nidhi: Ill be there today
[09/05/25, 5:28:23 PM] Nidhi: YOURE COMING TODAY UH
[09/05/25, 5:28:26 PM] Nidhi: LMK IF
[09/05/25, 5:28:29 PM] Nidhi: You can meet
[09/05/25, 6:22:04 PM] Vihaan: I landed
[09/05/25, 6:22:06 PM] Vihaan: I'll see
[09/05/25, 6:22:12 PM] Vihaan: But I'll prolly go outside for dinner
[09/05/25, 6:24:41 PM] Nidhi: Oh
[09/05/25, 6:24:44 PM] Nidhi: Ok fair
[09/05/25, 6:24:51 PM] Nidhi: Lmk if you can
‎[09/05/25, 7:04:57 PM] Vihaan: ‎audio omitted
[09/05/25, 7:23:06 PM] Nidhi: Yeah
[09/05/25, 7:23:11 PM] Nidhi: In the eve
[09/05/25, 7:23:16 PM] Nidhi: I'm going back to clg tmr
[10/05/25, 6:37:23 PM] Nidhi: When you
[10/05/25, 6:37:24 PM] Nidhi: Going down
[10/05/25, 6:44:48 PM] Vihaan: 7?
[10/05/25, 7:07:53 PM] Nidhi: You're down uh
[10/05/25, 7:08:01 PM] Vihaan: No
[10/05/25, 7:08:04 PM] Vihaan: I'll be
[10/05/25, 7:08:09 PM] Vihaan: Down
[10/05/25, 7:08:11 PM] Vihaan: By
[10/05/25, 7:08:12 PM] Vihaan: 15
[10/05/25, 7:08:13 PM] Nidhi: Kab
[10/05/25, 7:08:27 PM] Nidhi: Someone else is coming uh
[10/05/25, 7:08:37 PM] Nidhi: Ok I'll also be down
[10/05/25, 7:08:39 PM] Nidhi: By 15
[11/05/25, 11:36:03 AM] Nidhi: Come fast
[11/05/25, 7:01:40 PM] Vihaan: When come
[18/05/25, 8:03:00 AM] Nidhi: Are you up
[18/05/25, 9:41:40 AM] Vihaan: Indeed
[07/06/25, 11:17:30 PM] Nidhi: Send that pic da
[07/06/25, 11:23:06 PM] Vihaan: Grp
[14/06/25, 5:06:59 PM] Nidhi: Bro
[14/06/25, 5:07:01 PM] Nidhi: Aanya purav
[14/06/25, 5:07:07 PM] Nidhi: Did really really well in neet
[14/06/25, 5:07:11 PM] Nidhi: 750 rank da
[14/06/25, 5:07:12 PM] Nidhi: Crazy
[14/06/25, 5:07:18 PM] Nidhi: I'm seeing his face everywhere
[14/06/25, 7:04:09 PM] Vihaan: Woahhh
[14/06/25, 7:04:10 PM] Vihaan: Do yo
[14/06/25, 7:04:13 PM] Vihaan: Aaanyas
[14/06/25, 7:04:19 PM] Vihaan: Crazyyy
[14/06/25, 7:26:31 PM] Nidhi: Nope
[14/06/25, 7:26:43 PM] Nidhi: Not gonna ask
[14/06/25, 7:31:53 PM] Vihaan: Yea don't ask
[17/06/25, 8:37:15 PM] Nidhi: Bro bro
[17/06/25, 8:37:17 PM] Nidhi: In iit
[17/06/25, 8:37:24 PM] Nidhi: Do yall have mandatory attendance
[17/06/25, 8:37:29 PM] Nidhi: Like 100 percent
[17/06/25, 9:15:58 PM] Vihaan: Not 100 percent
[17/06/25, 9:16:24 PM] Vihaan: 80 percent
[17/06/25, 9:16:29 PM] Vihaan: And depending on prof alp
[17/06/25, 10:27:24 PM] Nidhi: THATS WHAT
[17/06/25, 10:27:27 PM] Nidhi: Ok thanks
[17/06/25, 10:27:31 PM] Nidhi: Also i drove scootee
[17/06/25, 10:27:34 PM] Nidhi: I mean
[17/06/25, 10:27:35 PM] Nidhi: Bike
[17/06/25, 10:27:36 PM] Nidhi: Today
[17/06/25, 10:27:39 PM] Nidhi: And also
[17/06/25, 10:27:42 PM] Nidhi: I think shrish is coming
[17/06/25, 10:27:45 PM] Nidhi: This weekend
[17/06/25, 10:29:36 PM] Vihaan: Ya da I only called him today 😭
[17/06/25, 10:29:41 PM] Vihaan: But I said come if she comes
[17/06/25, 10:29:43 PM] Vihaan: So r u
[17/06/25, 10:29:44 PM] Vihaan: Coming
[17/06/25, 10:29:48 PM] Vihaan: Weekend
[17/06/25, 10:29:53 PM] Vihaan: YOO
[17/06/25, 10:29:59 PM] Vihaan: Outside college uh
[17/06/25, 10:39:42 PM] Nidhi: Why you don't wanna see him alone uh
[17/06/25, 10:39:48 PM] Nidhi: BUT YUHH
[17/06/25, 10:39:51 PM] Nidhi: I told him to come
[17/06/25, 10:39:53 PM] Nidhi: This weekend
[17/06/25, 10:39:57 PM] Nidhi: Yuh
[17/06/25, 10:39:59 PM] Nidhi: No i mean
[17/06/25, 10:40:01 PM] Nidhi: Inside only
[17/06/25, 10:40:06 PM] Nidhi: Balls not on roads and all
[17/06/25, 10:40:29 PM] Vihaan: That's whaaat
[17/06/25, 10:40:32 PM] Vihaan: Is it similar
[17/06/25, 10:40:35 PM] Vihaan: To scoote
[17/06/25, 10:40:41 PM] Nidhi: No
[17/06/25, 10:40:43 PM] Vihaan: I see him with the boys da
[17/06/25, 10:40:49 PM] Vihaan: But he's coming to spandhana
[17/06/25, 10:40:50 PM] Vihaan: Means
[17/06/25, 10:40:51 PM] Vihaan: Lil bit
[17/06/25, 10:40:54 PM] Vihaan: U shud meet
[17/06/25, 10:40:59 PM] Vihaan: Ggggs
[17/06/25, 10:41:05 PM] Nidhi: Aye I can meet him
[17/06/25, 10:41:07 PM] Nidhi: Here also
[17/06/25, 10:41:32 PM] Nidhi: But like yes spandhana works
[17/06/25, 10:41:34 PM] Vihaan: Here where da
[17/06/25, 10:41:38 PM] Nidhi: Clg
[17/06/25, 10:42:30 PM] Nidhi: But no spandhana is better
[17/06/25, 10:42:31 PM] Vihaan: Bro
[17/06/25, 10:42:33 PM] Vihaan: I asked
[17/06/25, 10:42:36 PM] Vihaan: If he'll go to
[17/06/25, 10:42:38 PM] Vihaan: College
[17/06/25, 10:42:42 PM] Vihaan: He's like again uh
[17/06/25, 10:42:42 PM] Nidhi: What
[17/06/25, 10:42:43 PM] Vihaan: 🗿
[17/06/25, 10:42:49 PM] Vihaan: Ur
[17/06/25, 10:42:51 PM] Nidhi: Now uh
[17/06/25, 10:42:55 PM] Vihaan: Yea
[17/06/25, 10:42:55 PM] Nidhi: Real
[17/06/25, 10:42:57 PM] Nidhi: Fair
[17/06/25, 10:43:01 PM] Nidhi: He's come enough
[17/06/25, 10:43:05 PM] Nidhi: No spandhana is better
[17/06/25, 10:43:06 PM] Vihaan: How many times da
[17/06/25, 10:43:08 PM] Nidhi: I'm busy on
[17/06/25, 10:43:10 PM] Vihaan: Once only no
[17/06/25, 10:43:12 PM] Nidhi: Weekends anyway
[17/06/25, 10:43:16 PM] Nidhi: Twice
[17/06/25, 10:43:20 PM] Vihaan: Wtf r u busy with da
[17/06/25, 10:43:22 PM] Vihaan: Padhai only
[17/06/25, 10:43:25 PM] Vihaan: Yea
[17/06/25, 10:43:28 PM] Vihaan: Good only
[17/06/25, 10:43:29 PM] Nidhi: Weekdays*
[17/06/25, 10:43:34 PM] Vihaan: Haaaa
[17/06/25, 10:43:35 PM] Nidhi: YAHH
[17/06/25, 10:43:36 PM] Nidhi: AND
[17/06/25, 10:43:39 PM] Nidhi: BB
[17/06/25, 10:43:42 PM] Nidhi: I'm gonna play for
[17/06/25, 10:43:43 PM] Vihaan: Bb Uh
[17/06/25, 10:43:44 PM] Nidhi: My collge
[17/06/25, 10:43:45 PM] Nidhi: Ka
[17/06/25, 10:43:47 PM] Nidhi: Fest
[17/06/25, 10:43:49 PM] Nidhi: bro
[17/06/25, 10:43:51 PM] Vihaan: Ooo
[17/06/25, 10:43:54 PM] Vihaan: Secy
[17/06/25, 10:43:56 PM] Nidhi: Im literally
[17/06/25, 10:43:58 PM] Nidhi: The reason
[17/06/25, 10:44:00 PM] Nidhi: We have a time
[17/06/25, 10:44:03 PM] Vihaan: U have team
[17/06/25, 10:44:03 PM] Nidhi: Or we're playing
[17/06/25, 10:44:04 PM] Vihaan: Ya ik
[17/06/25, 10:44:06 PM] Nidhi: No cap
[17/06/25, 10:44:08 PM] Vihaan: Captain material
[17/06/25, 10:44:09 PM] Vihaan: Ghs
[17/06/25, 10:44:09 PM] Nidhi: Noone does
[17/06/25, 10:44:10 PM] Nidhi: Anything
[17/06/25, 10:44:11 PM] Vihaan: Ggs
[17/06/25, 10:44:13 PM] Vihaan: Proud da
[17/06/25, 10:44:17 PM] Vihaan: Leadership skills
[17/06/25, 10:44:18 PM] Nidhi: I only told seniors
[17/06/25, 10:44:21 PM] Nidhi: To keep practice
[17/06/25, 10:44:34 PM] Nidhi: Before noone even thought of
[17/06/25, 10:44:37 PM] Nidhi: Participatinf
[17/06/25, 10:44:42 PM] Nidhi: Thanks da
[17/06/25, 10:44:50 PM] Nidhi: No just lil bit communication
[17/06/25, 10:49:52 PM] Vihaan: Ggs man
[17/06/25, 10:49:53 PM] Vihaan: Atb
[17/06/25, 10:49:54 PM] Vihaan: But bro
[17/06/25, 10:49:59 PM] Vihaan: Pls come every weekend da
[17/06/25, 10:50:01 PM] Vihaan: Genuine
[17/06/25, 10:50:04 PM] Vihaan: I get so bored
[17/06/25, 10:50:14 PM] Vihaan: In the apt atleast
[17/06/25, 10:51:32 PM] Nidhi: Hahah
[17/06/25, 10:51:40 PM] Nidhi: Someones missing me🔥🔥🔥🔥🔥🔥
[18/06/25, 6:41:18 PM] Vihaan: legit
[20/06/25, 4:48:54 PM] Nidhi: Bro
[20/06/25, 4:48:57 PM] Nidhi: Shrish is coming
[20/06/25, 4:48:58 PM] Nidhi: Sunday
[20/06/25, 4:49:00 PM] Nidhi: Morn
[20/06/25, 4:49:02 PM] Nidhi: Is that fine
[20/06/25, 4:49:06 PM] Nidhi: Like 11 ish
[20/06/25, 5:22:58 PM] Vihaan: Ok
[20/06/25, 7:27:55 PM] Vihaan: Nigga
[20/06/25, 7:28:05 PM] Vihaan: Bro r u coming
‎[20/06/25, 7:28:13 PM] Vihaan: ‎audio omitted
[20/06/25, 7:37:30 PM] Nidhi: Bitchass
[20/06/25, 7:37:42 PM] Vihaan: ?????
[20/06/25, 7:37:42 PM] Nidhi: Yk that I have clg every Saturday na
[20/06/25, 7:37:48 PM] Vihaan: BRUH
[20/06/25, 7:37:53 PM] Nidhi: I'm in clg
[20/06/25, 7:37:53 PM] Vihaan: Ok
[20/06/25, 7:37:56 PM] Vihaan: Miss u bbg
[20/06/25, 7:37:59 PM] Nidhi: I didn't com2 back
[20/06/25, 7:38:03 PM] Nidhi: I'll come tmr
[20/06/25, 7:38:07 PM] Nidhi: Miss you too bbg
[20/06/25, 7:38:11 PM] Vihaan: Noooooo 😭
[22/06/25, 10:22:06 AM] Nidhi: Bro
[22/06/25, 10:22:15 AM] Nidhi: When he comes can he give your flat number
[22/06/25, 10:22:35 AM] Vihaan: Brp
[22/06/25, 10:22:36 AM] Vihaan: Let him
[22/06/25, 10:22:39 AM] Vihaan: Give urs no
[22/06/25, 10:22:41 AM] Vihaan: 🗿
[22/06/25, 10:22:46 AM] Vihaan: I'll pick him from gate tbh
[22/06/25, 10:22:46 AM] Nidhi: WHYY
[22/06/25, 10:22:47 AM] Vihaan: Idm
[22/06/25, 10:22:53 AM] Nidhi: No if I'm free
[22/06/25, 10:22:56 AM] Nidhi: I'll pakka go
[22/06/25, 10:22:59 AM] Nidhi: Get him from gate
[22/06/25, 10:23:01 AM] Vihaan: He's coming
[22/06/25, 10:23:02 AM] Nidhi: But I have
[22/06/25, 10:23:09 AM] Nidhi: To take bath
[22/06/25, 10:23:10 AM] Nidhi: And
[22/06/25, 10:23:17 AM] Nidhi: Do some record work
[22/06/25, 10:23:26 AM] Vihaan: Hmm
[22/06/25, 10:23:28 AM] Nidhi: Heh
[22/06/25, 10:23:33 AM] Nidhi: Ik he's coming
[22/06/25, 10:23:36 AM] Vihaan: No
[22/06/25, 10:23:38 AM] Vihaan: Ay 11 30
[22/06/25, 10:23:39 AM] Nidhi: Wait he left uh
[22/06/25, 10:23:49 AM] Vihaan: Abey
[22/06/25, 10:24:04 AM] Vihaan: I'm saying
[22/06/25, 10:24:09 AM] Vihaan: Hell come 11 30 mo
[22/06/25, 10:24:32 AM] Nidhi: Yah yah
[22/06/25, 11:28:30 AM] Vihaan: Ur back uh
[22/06/25, 11:35:26 AM] Nidhi: Where did i
[22/06/25, 11:35:27 AM] Nidhi: Go
[22/06/25, 11:35:32 AM] Nidhi: But he hasn't even left yet da
[22/06/25, 11:35:34 AM] Nidhi: It's chill
[22/06/25, 11:35:46 AM] Vihaan: Areu
[22/06/25, 11:49:09 AM] Nidhi: I think he'll be here in 15
[22/06/25, 11:49:13 AM] Nidhi: I can go get him
[22/06/25, 11:49:19 AM] Nidhi: Also get bb ball whenever you come down
[22/06/25, 11:55:46 AM] Vihaan: I can come whenever
[22/06/25, 11:56:12 AM] Nidhi: Till when can you
[22/06/25, 11:56:13 AM] Nidhi: Stay
[22/06/25, 12:03:54 PM] Vihaan: Bro we're going for lunch after that
[22/06/25, 12:03:57 PM] Vihaan: I think
[22/06/25, 12:04:20 PM] Vihaan: Come down now no
[22/06/25, 12:04:27 PM] Nidhi: You're down uh
[22/06/25, 12:04:29 PM] Vihaan: No
[22/06/25, 12:04:32 PM] Vihaan: But I can leave
[22/06/25, 12:04:33 PM] Nidhi: Oh both of yall uh
[22/06/25, 12:04:35 PM] Nidhi: Ok peace
[22/06/25, 12:04:39 PM] Vihaan: No like
[22/06/25, 12:04:43 PM] Vihaan: More ppl
[22/06/25, 12:04:44 PM] Vihaan: Also
[22/06/25, 12:04:46 PM] Nidhi: Gang
[22/06/25, 12:04:49 PM] Nidhi: Yeah
[22/06/25, 12:04:54 PM] Nidhi: Ok I'll come in
[22/06/25, 12:04:55 PM] Nidhi: 5
[22/06/25, 12:05:22 PM] Vihaan: Ok
[22/06/25, 12:05:41 PM] Vihaan: I ll call
[22/06/25, 12:05:42 PM] Vihaan: Ayati
[22/06/25, 12:05:45 PM] Vihaan: And aanya vuh
[22/06/25, 12:07:52 PM] Nidhi: Now only uh
[22/06/25, 12:08:21 PM] Nidhi: Bhai I wanna talk to him little bit😭
[22/06/25, 12:08:27 PM] Nidhi: But yeah call off
[22/06/25, 12:08:48 PM] Nidhi: They can come off in like half an hr
[22/06/25, 12:09:02 PM] Nidhi: Also when do yall have to
[22/06/25, 12:09:02 PM] Nidhi: Dip
[22/06/25, 12:09:04 PM] Nidhi: For lunch
[22/06/25, 12:09:10 PM] Nidhi: Also I'm going down now come
[22/06/25, 12:13:07 PM] Vihaan: Oo
[22/06/25, 12:15:01 PM] Vihaan: Come grass park
[22/06/25, 12:16:43 PM] Nidhi: I'm here only
[22/06/25, 2:30:43 PM] Nidhi: Where are yall
[22/06/25, 2:30:44 PM] Nidhi: At
[22/06/25, 2:40:21 PM] Vihaan: Kfc
[22/06/25, 2:48:10 PM] Nidhi: Which kfc
[22/06/25, 2:48:13 PM] Nidhi: Inr uh
[30/06/25, 12:53:15 AM] Nidhi: Bro
[30/06/25, 12:53:20 AM] Nidhi: When you dipping for clg
[30/06/25, 7:49:15 AM] Vihaan: 26th
[30/06/25, 7:49:18 AM] Vihaan: A month
[30/06/25, 7:49:57 AM] Nidhi: July uh
[30/06/25, 7:50:19 AM] Nidhi: I may not see you then
[30/06/25, 7:52:29 AM] Vihaan: Yuh
[30/06/25, 7:52:31 AM] Vihaan: WHAT
[30/06/25, 7:52:33 AM] Vihaan: why
[30/06/25, 7:52:36 AM] Vihaan: It's a month da
[30/06/25, 7:52:48 AM] Vihaan: U have to come once before that atelast
[30/06/25, 7:54:47 AM] Nidhi: Exams👎👎
[30/06/25, 7:54:54 AM] Vihaan: BRO
[30/06/25, 7:54:56 AM] Vihaan: One weekend
[30/06/25, 7:54:58 AM] Vihaan: Pls come da
[30/06/25, 7:55:02 AM] Nidhi: But yeah i might
[30/06/25, 7:55:04 AM] Nidhi: After theory
[30/06/25, 7:55:09 AM] Nidhi: Before practicals start
[30/06/25, 7:55:10 AM] Vihaan: I'll call shishir also if u want
[30/06/25, 7:55:22 AM] Vihaan: Yea yea whenever come off
[30/06/25, 7:55:58 AM] Nidhi: Bhai😭😭😭
[30/06/25, 7:56:03 AM] Nidhi: Idc abt shishir
[30/06/25, 7:56:08 AM] Nidhi: I'll come for yoy
[30/06/25, 7:56:13 AM] Nidhi: I mean i do
[30/06/25, 7:56:28 AM] Nidhi: But not as much as you
[30/06/25, 7:56:39 AM] Nidhi: I met him once that's enough
[30/06/25, 8:07:07 AM] Vihaan: Ayyyy 😍😍
[30/06/25, 8:07:13 AM] Vihaan: Tru lou fr
[30/06/25, 8:07:25 AM] Vihaan: But yea come
‎[30/06/25, 5:59:40 PM] Vihaan: ‎image omitted
[30/06/25, 7:47:19 PM] Nidhi: Aww
[30/06/25, 7:47:21 PM] Nidhi: Wya
[30/06/25, 7:47:27 PM] Nidhi: Where's yall go
[30/06/25, 8:03:11 PM] Vihaan: Down only da
[30/06/25, 8:03:15 PM] Vihaan: We just went early
[30/06/25, 8:03:34 PM] Vihaan: And it's so crowded
[30/06/25, 9:19:17 PM] Nidhi: W
[30/06/25, 9:19:21 PM] Nidhi: Young happy
[30/06/25, 9:19:23 PM] Nidhi: Thriving
[30/06/25, 9:19:25 PM] Nidhi: Children
[02/07/25, 9:10:01 AM] Vihaan: Yus
[02/07/25, 9:10:03 AM] Vihaan: Unlike
[02/07/25, 9:10:04 AM] Vihaan: Us
[02/07/25, 9:10:05 AM] Vihaan: Old
[02/07/25, 9:10:07 AM] Vihaan: Aunty uncles
[02/07/25, 9:10:19 AM] Vihaan: Yk we were down and spoke to Arnav that day for a while
[02/07/25, 9:10:23 AM] Vihaan: He went to a club
[02/07/25, 9:10:25 AM] Vihaan: And damced
[02/07/25, 9:10:27 AM] Vihaan: Naagim
[03/07/25, 10:23:20 AM] Nidhi: Yes👎
[03/07/25, 10:23:26 AM] Nidhi: Yeah he told
[03/07/25, 10:23:29 AM] Nidhi: IK DA
[03/07/25, 10:23:35 AM] Nidhi: You think he doesn't tell me abt every
[03/07/25, 10:23:45 AM] Nidhi: Milli second interaction he has w that orange girl uh
[03/07/25, 10:46:33 AM] Vihaan: Hahaha
[03/07/25, 10:46:38 AM] Vihaan: He tells everyone uh
[03/07/25, 10:46:42 AM] Vihaan: I thought I was special
[03/07/25, 10:46:43 AM] Vihaan: L
[03/07/25, 11:02:41 AM] Nidhi: Who said everyone
[03/07/25, 11:03:06 AM] Nidhi: Only me 🤙🤙
[03/07/25, 3:59:42 PM] Vihaan: OH
[03/07/25, 3:59:47 PM] Vihaan: O special one
[09/07/25, 3:52:36 PM] Nidhi: I'm coming home today
[09/07/25, 3:56:35 PM] Vihaan: Didn't ask lol
[09/07/25, 3:56:45 PM] Nidhi: Ok fuck off
[09/07/25, 3:57:01 PM] Nidhi: I'm not meeting you
[09/07/25, 3:57:06 PM] Nidhi: Have fun in iit boss
[09/07/25, 4:18:09 PM] Vihaan: AY
[09/07/25, 4:18:12 PM] Vihaan: JOKES
[09/07/25, 4:18:14 PM] Vihaan: iLY
[09/07/25, 4:18:16 PM] Vihaan: COME
[09/07/25, 7:11:43 PM] Vihaan: I'm cycling w pasta call her
‎[13/07/25, 7:49:06 AM] Nidhi: ‎video omitted
[13/07/25, 7:49:10 AM] Nidhi: Look at my new room
[13/07/25, 10:10:52 AM] Vihaan: YO
[13/07/25, 10:10:55 AM] Vihaan: Single room
[13/07/25, 10:10:58 AM] Vihaan: Private bathroom
[13/07/25, 10:10:59 AM] Vihaan: Wtfff
[13/07/25, 10:11:03 AM] Vihaan: Ur living the luxury life
[13/07/25, 10:31:16 AM] Nidhi: YUHHHH
[13/07/25, 10:31:23 AM] Nidhi: I'm excited
[13/07/25, 10:31:34 AM] Vihaan: As u shuddd
[13/07/25, 10:31:35 AM] Vihaan: Thats
[13/07/25, 10:31:36 AM] Vihaan: A
[13/07/25, 10:31:37 AM] Vihaan: Fkn
[13/07/25, 10:31:40 AM] Vihaan: Crazy room
[13/07/25, 10:31:53 AM] Nidhi: Bro everyone else has bigger rooms
[13/07/25, 10:31:54 AM] Vihaan: Bro it's like triple our room
[13/07/25, 10:31:57 AM] Vihaan: Which has 2ppl
[13/07/25, 10:32:00 AM] Nidhi: You should see the guys hostel
[13/07/25, 10:32:04 AM] Nidhi: It's ten times better
[13/07/25, 10:32:12 AM] Vihaan: Bro thats j pointless like why would j need sm place
[13/07/25, 10:32:31 AM] Vihaan: Bro
[13/07/25, 10:32:32 AM] Vihaan: I might
[13/07/25, 10:32:33 AM] Vihaan: Meet
[13/07/25, 10:32:34 AM] Vihaan: Renee
[13/07/25, 10:32:36 AM] Vihaan: B4
[13/07/25, 10:32:38 AM] Vihaan: Fipping
[13/07/25, 10:32:42 AM] Nidhi: Alone
[13/07/25, 10:32:44 AM] Nidhi: Uh
[13/07/25, 10:32:48 AM] Nidhi: Wah woah
[13/07/25, 10:33:04 AM] Nidhi: Bro the guys room could fit like 4 people
[13/07/25, 10:33:07 AM] Nidhi: But its for 1
[13/07/25, 11:36:50 AM] Vihaan: NO DA
[13/07/25, 11:36:53 AM] Vihaan: im trying to ask
[13/07/25, 11:36:53 AM] Vihaan: disha
[13/07/25, 11:36:55 AM] Vihaan: or samiara
[13/07/25, 11:36:56 AM] Vihaan: to
[13/07/25, 11:36:58 AM] Vihaan: put scene
[13/07/25, 11:37:15 AM] Vihaan: exactly wastage of space
[13/07/25, 11:37:18 AM] Vihaan: give some to me
[15/07/25, 5:36:53 PM] Nidhi: Happening uh
[15/07/25, 5:37:00 PM] Nidhi: Why now you wanna do scene w diya
[15/07/25, 5:37:07 PM] Nidhi: What you're trynna be one player
[15/07/25, 5:37:13 PM] Nidhi: Come
[15/07/25, 5:37:15 PM] Nidhi: Do med
[15/07/25, 5:37:17 PM] Nidhi: And take it
[15/07/25, 6:24:26 PM] Vihaan: Yes bro
[15/07/25, 6:24:30 PM] Vihaan: See if I get anyone
[15/07/25, 6:24:33 PM] Vihaan: I'll stop playing
[15/07/25, 6:24:38 PM] Vihaan: But b4 that I'm a free mna
[15/07/25, 6:24:40 PM] Vihaan: Mam
[15/07/25, 6:24:44 PM] Vihaan: Man
[15/07/25, 11:21:56 PM] Nidhi: So you're never gonna stop playing
[16/07/25, 8:08:35 AM] Vihaan: Nah when u marry me
[16/07/25, 8:08:39 AM] Vihaan: I'm done
[16/07/25, 10:00:38 PM] Nidhi: If
[17/07/25, 9:23:33 AM] Vihaan: Even u know
[17/07/25, 9:23:34 AM] Vihaan: It's when
[17/07/25, 9:12:05 PM] Nidhi: Yah Icl
[17/07/25, 9:12:12 PM] Nidhi: It's definitely when
[20/07/25, 2:14:10 PM] Nidhi: YAH
[20/07/25, 2:14:18 PM] Nidhi: Uncle ass smile
[20/07/25, 2:14:25 PM] Nidhi: Where's the one w me da
[20/07/25, 5:45:31 PM] Vihaan: Ay fr
[20/07/25, 5:45:33 PM] Vihaan: I am uncle
[20/07/25, 5:45:42 PM] Vihaan: Somewhere in gallery idkkk
‎[23/07/25, 8:04:15 AM] Nidhi: ‎image omitted
[23/07/25, 10:06:50 AM] Vihaan: Awww
[23/07/25, 10:06:54 AM] Vihaan: That's a good photo
[23/07/25, 10:07:05 AM] Vihaan: When I was leaving
[24/07/25, 11:12:39 PM] Nidhi: Bro
[24/07/25, 11:12:40 PM] Nidhi: Will tou
[24/07/25, 11:12:43 PM] Nidhi: Come down tmr
[24/07/25, 11:12:49 PM] Nidhi: I can try meeting you please
[25/07/25, 9:42:57 AM] Vihaan: YESS
[25/07/25, 9:43:01 AM] Vihaan: I Was SO HAPPY
[25/07/25, 9:43:04 AM] Vihaan: TO HeAR
[25/07/25, 12:56:22 PM] Nidhi: Ok when will you go down
[25/07/25, 4:15:56 PM] Nidhi: Gabdu
[25/07/25, 4:15:59 PM] Nidhi: Gandu
[25/07/25, 4:16:01 PM] Nidhi: Tell me when da
[25/07/25, 4:16:05 PM] Nidhi: Or I'm not coming down
[25/07/25, 4:16:19 PM] Nidhi: I have to go back tmr morning
